,Date,Sales_Amount,Units_Sold,Product_Category,Product_Name,Revenue,Customer_Rating,Sales_Channel,,,,,,,
5345,19/08/2019,"£3,220.00",19,Electronics,Tablet,"£8,872.00",2,In-Store,,,,,,,
5346,20/08/2019,"£2,565.00",6,Computers,Laptop,"£8,873.00",2,Online,,,,,,,
5351,25/08/2019,"£17,590.00",53,Computers,Laptop,"£8,878.00",1,In-Store,,,,,,,
5355,29/08/2019,"£17,401.00",91,Electronics,Tablet,"£8,882.00",4,Online,,,,,,,
5356,30/08/2019,"£18,074.00",82,Computers,Laptop,"£8,883.00",3,Online,,,,,,,
5357,31/08/2019,"£5,403.00",35,Electronics,Tablet,"£8,884.00",3,Online,,,,,,,
5358,09/01/2019,"£10,797.00",75,Computers,Laptop,"£8,885.00",4,In-Store,,,,,,,
5363,09/06/2019,"£19,419.00",72,Electronics,Tablet,"£8,890.00",2,Online,,,,,,,
5364,09/07/2019,"£11,760.00",71,Electronics,Headphones,"£8,891.00",3,In-Store,,,,,,,
5371,14/09/2019,"£9,761.00",34,Computers,Laptop,"£8,898.00",4,In-Store,,,,,,,
5372,15/09/2019,"£2,106.00",26,Electronics,Headphones,"£8,899.00",4,In-Store,,,,,,,
5373,16/09/2019,"£4,779.00",21,Computers,Laptop,"£8,900.00",3,Online,,,,,,,
5376,19/09/2019,"£2,656.00",7,Mobile Phones,Smartphone,"£8,903.00",1,Online,,,,,,,
5377,20/09/2019,"£12,186.00",60,Computers,Laptop,"£8,904.00",4,In-Store,,,,,,,
5379,22/09/2019,"£13,678.00",36,Electronics,Tablet,"£8,906.00",5,Online,,,,,,,
5381,24/09/2019,"£15,274.00",14,Electronics,Headphones,"£8,908.00",3,Online,,,,,,,
5384,27/09/2019,"£11,160.00",18,Electronics,Headphones,"£8,911.00",4,Online,,,,,,,
5385,28/09/2019,"£14,144.00",89,Electronics,Tablet,"£8,912.00",5,Online,,,,,,,
5386,29/09/2019,£774.00,3,Electronics,Headphones,"£8,913.00",3,In-Store,,,,,,,
5387,30/09/2019,"£18,065.00",17,Mobile Phones,Smartphone,"£8,914.00",5,In-Store,,,,,,,
5388,10/01/2019,"£5,845.00",20,Electronics,Tablet,"£8,915.00",5,In-Store,,,,,,,
5390,10/03/2019,"£4,494.00",7,Electronics,Tablet,"£8,917.00",3,Online,,,,,,,
5395,10/08/2019,"£12,375.00",88,Mobile Phones,Smartphone,"£8,922.00",1,Online,,,,,,,
5396,10/09/2019,"£14,369.00",23,Mobile Phones,Smartphone,"£8,923.00",3,In-Store,,,,,,,
5397,10/10/2019,"£12,824.00",56,Computers,Laptop,"£8,924.00",3,Online,,,,,,,
5399,10/12/2019,"£11,788.00",76,Electronics,Tablet,"£8,926.00",2,Online,,,,,,,
5402,15/10/2019,"£1,877.00",6,Electronics,Headphones,"£8,929.00",4,In-Store,,,,,,,
5405,18/10/2019,"£13,269.00",23,Electronics,Tablet,"£8,932.00",3,In-Store,,,,,,,
5406,19/10/2019,"£1,256.00",7,Mobile Phones,Smartphone,"£8,933.00",4,In-Store,,,,,,,
5413,26/10/2019,"£15,831.00",60,Computers,Laptop,"£8,940.00",3,In-Store,,,,,,,
5414,27/10/2019,"£16,085.00",57,Computers,Laptop,"£8,941.00",4,Online,,,,,,,
5415,28/10/2019,"£18,826.00",34,Computers,Laptop,"£8,942.00",5,Online,,,,,,,
5419,11/01/2019,"£16,387.00",73,Electronics,Tablet,"£8,946.00",2,In-Store,,,,,,,
5420,11/02/2019,"£16,864.00",41,Electronics,Tablet,"£8,947.00",4,In-Store,,,,,,,
5421,11/03/2019,"£10,035.00",58,Electronics,Headphones,"£8,948.00",4,In-Store,,,,,,,
5429,11/11/2019,"£17,464.00",64,Electronics,Headphones,"£8,956.00",1,Online,,,,,,,
5430,11/12/2019,"£12,624.00",66,Computers,Laptop,"£8,957.00",4,Online,,,,,,,
5431,13/11/2019,"£14,453.00",64,Electronics,Headphones,"£8,958.00",3,Online,,,,,,,
5433,15/11/2019,"£9,148.00",37,Mobile Phones,Smartphone,"£8,960.00",2,Online,,,,,,,
5434,16/11/2019,"£16,487.00",34,Mobile Phones,Smartphone,"£8,961.00",2,In-Store,,,,,,,
5436,18/11/2019,"£12,866.00",74,Electronics,Headphones,"£8,963.00",1,In-Store,,,,,,,
5437,19/11/2019,"£9,543.00",13,Computers,Laptop,"£8,964.00",4,In-Store,,,,,,,
5439,21/11/2019,"£1,451.00",6,Electronics,Headphones,"£8,966.00",4,In-Store,,,,,,,
5440,22/11/2019,"£17,922.00",46,Electronics,Tablet,"£8,967.00",5,In-Store,,,,,,,
5447,29/11/2019,"£5,449.00",25,Mobile Phones,Smartphone,"£8,974.00",4,Online,,,,,,,
5448,30/11/2019,"£13,915.00",14,Electronics,Headphones,"£8,975.00",4,In-Store,,,,,,,
5450,12/02/2019,"£3,549.00",6,Electronics,Headphones,"£8,977.00",3,In-Store,,,,,,,
5452,12/04/2019,"£3,395.00",1,Mobile Phones,Smartphone,"£8,979.00",1,In-Store,,,,,,,
5453,12/05/2019,"£19,194.00",77,Electronics,Headphones,"£8,980.00",5,In-Store,,,,,,,
5454,12/06/2019,"£19,939.00",37,Electronics,Headphones,"£8,981.00",3,In-Store,,,,,,,
5455,12/07/2019,"£16,884.00",29,Electronics,Headphones,"£8,982.00",5,In-Store,,,,,,,
5457,12/09/2019,"£12,343.00",15,Mobile Phones,Smartphone,"£8,984.00",2,In-Store,,,,,,,
5461,13/12/2019,"£15,420.00",98,Mobile Phones,Smartphone,"£8,988.00",3,Online,,,,,,,
5463,15/12/2019,£505.00,18,Electronics,Tablet,"£8,990.00",3,In-Store,,,,,,,
5465,17/12/2019,"£12,090.00",55,Electronics,Headphones,"£8,992.00",3,In-Store,,,,,,,
5469,21/12/2019,"£16,097.00",99,Electronics,Tablet,"£8,996.00",1,In-Store,,,,,,,
5470,22/12/2019,"£8,213.00",23,Electronics,Headphones,"£8,997.00",3,In-Store,,,,,,,
5471,23/12/2019,"£4,631.00",21,Computers,Laptop,"£8,998.00",2,Online,,,,,,,
5472,24/12/2019,"£10,565.00",99,Electronics,Headphones,"£8,999.00",3,Online,,,,,,,
5474,26/12/2019,"£11,369.00",14,Mobile Phones,Smartphone,"£9,001.00",3,Online,,,,,,,
5476,28/12/2019,"£8,086.00",9,Electronics,Headphones,"£9,003.00",2,Online,,,,,,,
5478,30/12/2019,"£12,046.00",12,Computers,Laptop,"£9,005.00",2,In-Store,,,,,,,
5479,31/12/2019,"£14,895.00",84,Mobile Phones,Smartphone,"£9,006.00",5,Online,,,,,,,
5486,01/07/2020,"£16,074.00",26,Mobile Phones,Smartphone,"£9,013.00",4,Online,,,,,,,
5488,01/09/2020,"£2,631.00",21,Computers,Laptop,"£9,015.00",3,In-Store,,,,,,,
5496,17/01/2020,"£15,480.00",51,Computers,Laptop,"£9,023.00",3,In-Store,,,,,,,
5500,21/01/2020,"£15,755.00",76,Computers,Laptop,"£9,027.00",4,In-Store,,,,,,,
5505,26/01/2020,"£13,416.00",78,Computers,Laptop,"£9,032.00",4,Online,,,,,,,
5506,27/01/2020,"£4,634.00",12,Electronics,Headphones,"£9,033.00",1,In-Store,,,,,,,
5507,28/01/2020,"£19,708.00",27,Mobile Phones,Smartphone,"£9,034.00",5,In-Store,,,,,,,
5508,29/01/2020,"£1,731.00",15,Electronics,Tablet,"£9,035.00",1,Online,,,,,,,
5509,30/01/2020,"£9,377.00",37,Electronics,Headphones,"£9,036.00",2,Online,,,,,,,
5513,02/03/2020,"£17,441.00",42,Mobile Phones,Smartphone,"£9,040.00",2,In-Store,,,,,,,
5516,02/06/2020,"£10,680.00",61,Computers,Laptop,"£9,043.00",4,Online,,,,,,,
5521,02/11/2020,"£2,078.00",10,Computers,Laptop,"£9,048.00",4,In-Store,,,,,,,
5522,02/12/2020,"£11,271.00",43,Mobile Phones,Smartphone,"£9,049.00",1,Online,,,,,,,
5524,14/02/2020,"£4,005.00",37,Mobile Phones,Smartphone,"£9,051.00",1,Online,,,,,,,
5526,16/02/2020,"£11,208.00",50,Electronics,Headphones,"£9,053.00",2,Online,,,,,,,
5527,17/02/2020,"£18,390.00",43,Electronics,Tablet,"£9,054.00",3,Online,,,,,,,
5530,20/02/2020,"£15,925.00",68,Computers,Laptop,"£9,057.00",3,In-Store,,,,,,,
5535,25/02/2020,"£18,124.00",44,Electronics,Headphones,"£9,062.00",4,In-Store,,,,,,,
5539,29/02/2020,"£14,128.00",43,Electronics,Headphones,"£9,066.00",4,In-Store,,,,,,,
5544,03/05/2020,"£15,954.00",12,Mobile Phones,Smartphone,"£9,071.00",3,Online,,,,,,,
5547,03/08/2020,"£18,444.00",83,Mobile Phones,Smartphone,"£9,074.00",3,In-Store,,,,,,,
5549,03/10/2020,"£11,051.00",28,Computers,Laptop,"£9,076.00",1,Online,,,,,,,
5550,03/11/2020,"£19,639.00",11,Electronics,Tablet,"£9,077.00",1,In-Store,,,,,,,
5551,03/12/2020,"£14,564.00",19,Electronics,Headphones,"£9,078.00",5,Online,,,,,,,
5552,13/03/2020,"£18,270.00",84,Computers,Laptop,"£9,079.00",4,Online,,,,,,,
5553,14/03/2020,"£8,941.00",32,Mobile Phones,Smartphone,"£9,080.00",3,Online,,,,,,,
5555,16/03/2020,"£18,584.00",28,Electronics,Headphones,"£9,082.00",3,Online,,,,,,,
5558,19/03/2020,"£6,706.00",15,Electronics,Headphones,"£9,085.00",5,Online,,,,,,,
5560,21/03/2020,"£1,284.00",17,Electronics,Tablet,"£9,087.00",5,Online,,,,,,,
5561,22/03/2020,"£18,428.00",32,Electronics,Headphones,"£9,088.00",3,Online,,,,,,,
5564,25/03/2020,"£14,126.00",75,Computers,Laptop,"£9,091.00",3,In-Store,,,,,,,
5567,28/03/2020,"£14,989.00",28,Mobile Phones,Smartphone,"£9,094.00",3,Online,,,,,,,
5569,30/03/2020,"£16,376.00",75,Mobile Phones,Smartphone,"£9,096.00",3,Online,,,,,,,
5570,31/03/2020,"£6,415.00",15,Mobile Phones,Smartphone,"£9,097.00",4,Online,,,,,,,
5574,04/04/2020,"£10,666.00",88,Electronics,Headphones,"£9,101.00",2,In-Store,,,,,,,
5575,04/05/2020,"£18,694.00",83,Electronics,Headphones,"£9,102.00",5,Online,,,,,,,
5576,04/06/2020,"£16,527.00",95,Electronics,Headphones,"£9,103.00",5,In-Store,,,,,,,
5577,04/07/2020,"£17,242.00",15,Mobile Phones,Smartphone,"£9,104.00",2,In-Store,,,,,,,
5579,04/09/2020,£771.00,10,Electronics,Headphones,"£9,106.00",3,Online,,,,,,,
5580,04/10/2020,"£13,152.00",80,Computers,Laptop,"£9,107.00",4,In-Store,,,,,,,
5581,04/11/2020,"£19,041.00",92,Mobile Phones,Smartphone,"£9,108.00",3,In-Store,,,,,,,
5590,20/04/2020,"£16,751.00",56,Computers,Laptop,"£9,117.00",1,Online,,,,,,,
5591,21/04/2020,"£18,874.00",76,Computers,Laptop,"£9,118.00",3,In-Store,,,,,,,
5595,25/04/2020,"£5,963.00",30,Electronics,Tablet,"£9,122.00",5,Online,,,,,,,
5596,26/04/2020,"£10,575.00",81,Mobile Phones,Smartphone,"£9,123.00",2,In-Store,,,,,,,
5598,28/04/2020,"£17,288.00",65,Mobile Phones,Smartphone,"£9,125.00",2,Online,,,,,,,
5604,05/04/2020,"£1,597.00",5,Computers,Laptop,"£9,131.00",3,In-Store,,,,,,,
5605,05/05/2020,"£18,120.00",58,Electronics,Tablet,"£9,132.00",3,Online,,,,,,,
5609,05/09/2020,"£4,935.00",1,Electronics,Headphones,"£9,136.00",2,In-Store,,,,,,,
5610,05/10/2020,"£4,721.00",14,Electronics,Headphones,"£9,137.00",3,In-Store,,,,,,,
5612,05/12/2020,"£17,358.00",65,Computers,Laptop,"£9,139.00",2,Online,,,,,,,
5618,18/05/2020,"£14,384.00",24,Electronics,Headphones,"£9,145.00",4,Online,,,,,,,
5626,26/05/2020,"£16,813.00",81,Computers,Laptop,"£9,153.00",3,In-Store,,,,,,,
5628,28/05/2020,"£19,125.00",96,Electronics,Headphones,"£9,155.00",3,Online,,,,,,,
5634,06/03/2020,"£14,420.00",69,Electronics,Tablet,"£9,161.00",3,In-Store,,,,,,,
5635,06/04/2020,"£13,338.00",34,Mobile Phones,Smartphone,"£9,162.00",4,In-Store,,,,,,,
5636,06/05/2020,"£11,658.00",84,Mobile Phones,Smartphone,"£9,163.00",2,In-Store,,,,,,,
5637,06/06/2020,"£3,053.00",38,Computers,Laptop,"£9,164.00",4,In-Store,,,,,,,
5638,06/07/2020,"£13,201.00",95,Electronics,Headphones,"£9,165.00",5,Online,,,,,,,
5640,06/09/2020,"£6,958.00",25,Mobile Phones,Smartphone,"£9,167.00",2,In-Store,,,,,,,
5642,06/11/2020,"£14,063.00",39,Electronics,Tablet,"£9,169.00",3,Online,,,,,,,
5643,06/12/2020,"£2,236.00",21,Mobile Phones,Smartphone,"£9,170.00",2,Online,,,,,,,
5646,15/06/2020,"£8,956.00",26,Mobile Phones,Smartphone,"£9,173.00",3,In-Store,,,,,,,
5647,16/06/2020,"£1,692.00",2,Computers,Laptop,"£9,174.00",3,Online,,,,,,,
5648,17/06/2020,"£17,378.00",38,Computers,Laptop,"£9,175.00",3,In-Store,,,,,,,
5649,18/06/2020,"£2,751.00",23,Computers,Laptop,"£9,176.00",3,Online,,,,,,,
5651,20/06/2020,"£16,505.00",33,Electronics,Headphones,"£9,178.00",4,In-Store,,,,,,,
5652,21/06/2020,"£19,370.00",22,Mobile Phones,Smartphone,"£9,179.00",1,Online,,,,,,,
5656,25/06/2020,"£14,424.00",43,Mobile Phones,Smartphone,"£9,183.00",2,In-Store,,,,,,,
5657,26/06/2020,"£11,649.00",62,Electronics,Tablet,"£9,184.00",3,In-Store,,,,,,,
5659,28/06/2020,"£12,146.00",31,Computers,Laptop,"£9,186.00",5,In-Store,,,,,,,
5661,30/06/2020,"£14,855.00",52,Mobile Phones,Smartphone,"£9,188.00",4,In-Store,,,,,,,
5664,07/03/2020,"£11,660.00",55,Mobile Phones,Smartphone,"£9,191.00",2,Online,,,,,,,
5665,07/04/2020,"£8,872.00",17,Computers,Laptop,"£9,192.00",1,Online,,,,,,,
5666,07/05/2020,"£3,314.00",37,Mobile Phones,Smartphone,"£9,193.00",3,In-Store,,,,,,,
5667,07/06/2020,"£19,609.00",31,Electronics,Headphones,"£9,194.00",3,Online,,,,,,,
5668,07/07/2020,"£4,871.00",12,Mobile Phones,Smartphone,"£9,195.00",3,Online,,,,,,,
5669,07/08/2020,"£9,513.00",28,Electronics,Headphones,"£9,196.00",1,Online,,,,,,,
5670,07/09/2020,"£15,663.00",97,Electronics,Tablet,"£9,197.00",1,In-Store,,,,,,,
5671,07/10/2020,"£15,288.00",38,Computers,Laptop,"£9,198.00",1,In-Store,,,,,,,
5672,07/11/2020,"£11,194.00",65,Electronics,Tablet,"£9,199.00",3,Online,,,,,,,
5675,14/07/2020,"£2,003.00",12,Electronics,Tablet,"£9,202.00",3,Online,,,,,,,
5677,16/07/2020,"£14,456.00",71,Mobile Phones,Smartphone,"£9,204.00",2,In-Store,,,,,,,
5679,18/07/2020,"£11,804.00",62,Electronics,Tablet,"£9,206.00",5,In-Store,,,,,,,
5681,20/07/2020,"£5,348.00",9,Electronics,Tablet,"£9,208.00",4,Online,,,,,,,
5684,23/07/2020,£768.00,32,Mobile Phones,Smartphone,"£9,211.00",1,In-Store,,,,,,,
5685,24/07/2020,"£16,949.00",74,Electronics,Tablet,"£9,212.00",3,Online,,,,,,,
5686,25/07/2020,"£11,615.00",46,Computers,Laptop,"£9,213.00",4,Online,,,,,,,
5688,27/07/2020,"£12,906.00",27,Computers,Laptop,"£9,215.00",1,In-Store,,,,,,,
5689,28/07/2020,"£17,868.00",19,Computers,Laptop,"£9,216.00",4,Online,,,,,,,
5690,29/07/2020,"£15,133.00",33,Electronics,Tablet,"£9,217.00",3,Online,,,,,,,
5692,31/07/2020,"£8,106.00",22,Mobile Phones,Smartphone,"£9,219.00",1,In-Store,,,,,,,
5694,08/02/2020,"£13,095.00",41,Electronics,Headphones,"£9,221.00",3,In-Store,,,,,,,
5697,08/05/2020,"£17,859.00",15,Computers,Laptop,"£9,224.00",2,In-Store,,,,,,,
5699,08/07/2020,"£18,038.00",76,Electronics,Tablet,"£9,226.00",1,Online,,,,,,,
5700,08/08/2020,"£4,469.00",17,Mobile Phones,Smartphone,"£9,227.00",1,Online,,,,,,,
5702,08/10/2020,"£6,836.00",5,Electronics,Headphones,"£9,229.00",4,Online,,,,,,,
5703,08/11/2020,"£15,618.00",75,Computers,Laptop,"£9,230.00",5,Online,,,,,,,
5710,18/08/2020,"£19,529.00",24,Electronics,Headphones,"£9,237.00",1,In-Store,,,,,,,
5711,19/08/2020,"£11,051.00",73,Electronics,Tablet,"£9,238.00",3,Online,,,,,,,
5718,26/08/2020,"£17,370.00",61,Electronics,Tablet,"£9,245.00",5,Online,,,,,,,
5719,27/08/2020,"£15,190.00",99,Computers,Laptop,"£9,246.00",3,Online,,,,,,,
5728,09/05/2020,"£19,577.00",86,Mobile Phones,Smartphone,"£9,255.00",4,Online,,,,,,,
5731,09/08/2020,"£10,055.00",88,Mobile Phones,Smartphone,"£9,258.00",3,In-Store,,,,,,,
5735,09/12/2020,"£11,886.00",60,Computers,Laptop,"£9,262.00",3,In-Store,,,,,,,
5738,15/09/2020,"£16,492.00",84,Electronics,Headphones,"£9,265.00",3,Online,,,,,,,
5741,18/09/2020,"£12,981.00",33,Electronics,Tablet,"£9,268.00",1,Online,,,,,,,
5745,22/09/2020,"£17,676.00",20,Mobile Phones,Smartphone,"£9,272.00",2,Online,,,,,,,
5747,24/09/2020,"£10,767.00",11,Electronics,Headphones,"£9,274.00",3,In-Store,,,,,,,
5749,26/09/2020,"£17,683.00",26,Mobile Phones,Smartphone,"£9,276.00",5,Online,,,,,,,
5750,27/09/2020,"£18,904.00",99,Electronics,Headphones,"£9,277.00",2,Online,,,,,,,
5751,28/09/2020,"£11,560.00",91,Mobile Phones,Smartphone,"£9,278.00",4,In-Store,,,,,,,
5752,29/09/2020,"£12,590.00",86,Electronics,Tablet,"£9,279.00",3,In-Store,,,,,,,
5753,30/09/2020,"£15,690.00",49,Electronics,Tablet,"£9,280.00",4,Online,,,,,,,
5758,10/05/2020,"£16,744.00",16,Electronics,Tablet,"£9,285.00",3,Online,,,,,,,
5759,10/06/2020,"£7,588.00",9,Electronics,Tablet,"£9,286.00",2,Online,,,,,,,
5760,10/07/2020,"£17,685.00",59,Mobile Phones,Smartphone,"£9,287.00",5,In-Store,,,,,,,
5761,10/08/2020,"£15,879.00",77,Electronics,Headphones,"£9,288.00",5,In-Store,,,,,,,
5762,10/09/2020,"£16,054.00",28,Electronics,Headphones,"£9,289.00",1,In-Store,,,,,,,
5763,10/10/2020,"£1,773.00",37,Electronics,Headphones,"£9,290.00",4,In-Store,,,,,,,
5766,13/10/2020,"£18,935.00",84,Electronics,Tablet,"£9,293.00",3,Online,,,,,,,
5767,14/10/2020,"£16,598.00",47,Electronics,Tablet,"£9,294.00",3,Online,,,,,,,
5770,17/10/2020,"£10,258.00",42,Computers,Laptop,"£9,297.00",3,Online,,,,,,,
5771,18/10/2020,"£16,514.00",16,Electronics,Headphones,"£9,298.00",2,In-Store,,,,,,,
5772,19/10/2020,"£19,350.00",99,Computers,Laptop,"£9,299.00",4,In-Store,,,,,,,
5774,21/10/2020,"£8,826.00",1,Electronics,Tablet,"£9,301.00",5,In-Store,,,,,,,
5776,23/10/2020,"£1,714.00",38,Electronics,Headphones,"£9,303.00",5,Online,,,,,,,
5778,25/10/2020,"£16,557.00",43,Computers,Laptop,"£9,305.00",1,In-Store,,,,,,,
5780,27/10/2020,"£19,734.00",68,Mobile Phones,Smartphone,"£9,307.00",4,Online,,,,,,,
5784,31/10/2020,"£18,296.00",71,Electronics,Headphones,"£9,311.00",2,In-Store,,,,,,,
5785,11/01/2020,"£13,396.00",98,Electronics,Tablet,"£9,312.00",3,Online,,,,,,,
5786,11/02/2020,"£12,779.00",61,Mobile Phones,Smartphone,"£9,313.00",3,Online,,,,,,,
5787,11/03/2020,"£14,592.00",77,Computers,Laptop,"£9,314.00",3,In-Store,,,,,,,
5788,11/04/2020,"£18,938.00",68,Computers,Laptop,"£9,315.00",1,Online,,,,,,,
5793,11/09/2020,"£18,247.00",99,Electronics,Headphones,"£9,320.00",1,Online,,,,,,,
5797,13/11/2020,"£9,861.00",12,Electronics,Tablet,"£9,324.00",3,In-Store,,,,,,,
5798,14/11/2020,"£3,052.00",34,Electronics,Tablet,"£9,325.00",5,Online,,,,,,,
5800,16/11/2020,"£16,875.00",31,Computers,Laptop,"£9,327.00",1,In-Store,,,,,,,
5801,17/11/2020,"£15,772.00",80,Mobile Phones,Smartphone,"£9,328.00",2,Online,,,,,,,
5803,19/11/2020,"£13,708.00",94,Computers,Laptop,"£9,330.00",2,In-Store,,,,,,,
5804,20/11/2020,"£2,190.00",38,Electronics,Tablet,"£9,331.00",1,Online,,,,,,,
5806,22/11/2020,"£14,053.00",80,Electronics,Tablet,"£9,333.00",3,Online,,,,,,,
5807,23/11/2020,"£19,493.00",53,Computers,Laptop,"£9,334.00",3,Online,,,,,,,
5808,24/11/2020,"£14,820.00",61,Mobile Phones,Smartphone,"£9,335.00",4,Online,,,,,,,
5809,25/11/2020,"£10,007.00",37,Electronics,Tablet,"£9,336.00",2,In-Store,,,,,,,
5817,12/03/2020,"£18,159.00",88,Electronics,Tablet,"£9,344.00",5,Online,,,,,,,
5821,12/07/2020,"£7,465.00",28,Computers,Laptop,"£9,348.00",4,In-Store,,,,,,,
5826,12/12/2020,"£19,539.00",67,Computers,Laptop,"£9,353.00",3,In-Store,,,,,,,
5828,14/12/2020,"£4,568.00",23,Mobile Phones,Smartphone,"£9,355.00",3,Online,,,,,,,
5831,17/12/2020,"£9,243.00",29,Electronics,Tablet,"£9,358.00",2,Online,,,,,,,
5832,18/12/2020,"£14,551.00",69,Electronics,Tablet,"£9,359.00",2,In-Store,,,,,,,
5835,21/12/2020,"£15,015.00",36,Electronics,Headphones,"£9,362.00",5,Online,,,,,,,
5836,22/12/2020,"£12,809.00",21,Mobile Phones,Smartphone,"£9,363.00",3,In-Store,,,,,,,
5837,23/12/2020,"£17,656.00",57,Electronics,Tablet,"£9,364.00",3,Online,,,,,,,
5838,24/12/2020,"£18,269.00",37,Electronics,Tablet,"£9,365.00",3,In-Store,,,,,,,
5839,25/12/2020,"£14,178.00",40,Mobile Phones,Smartphone,"£9,366.00",1,Online,,,,,,,
5841,27/12/2020,"£3,093.00",8,Electronics,Tablet,"£9,368.00",3,Online,,,,,,,
5849,01/04/2021,"£15,537.00",13,Computers,Laptop,"£9,376.00",2,Online,,,,,,,
5853,01/08/2021,"£15,822.00",42,Electronics,Tablet,"£9,380.00",5,In-Store,,,,,,,
5856,01/11/2021,"£3,546.00",8,Mobile Phones,Smartphone,"£9,383.00",3,Online,,,,,,,
5860,15/01/2021,"£8,875.00",29,Electronics,Tablet,"£9,387.00",3,In-Store,,,,,,,
5865,20/01/2021,"£10,919.00",17,Electronics,Tablet,"£9,392.00",5,Online,,,,,,,
5868,23/01/2021,"£14,685.00",25,Mobile Phones,Smartphone,"£9,395.00",5,Online,,,,,,,
5869,24/01/2021,"£18,246.00",12,Electronics,Tablet,"£9,396.00",3,Online,,,,,,,
5870,25/01/2021,"£17,223.00",53,Electronics,Headphones,"£9,397.00",2,In-Store,,,,,,,
5873,28/01/2021,"£6,468.00",31,Mobile Phones,Smartphone,"£9,400.00",1,Online,,,,,,,
5875,30/01/2021,"£17,858.00",77,Electronics,Headphones,"£9,402.00",3,In-Store,,,,,,,
5876,31/01/2021,"£19,540.00",73,Mobile Phones,Smartphone,"£9,403.00",3,In-Store,,,,,,,
5879,02/03/2021,"£17,221.00",19,Electronics,Headphones,"£9,406.00",3,Online,,,,,,,
5880,02/04/2021,"£10,400.00",37,Mobile Phones,Smartphone,"£9,407.00",4,Online,,,,,,,
5881,02/05/2021,"£8,181.00",7,Electronics,Headphones,"£9,408.00",4,Online,,,,,,,
5882,02/06/2021,"£15,839.00",51,Mobile Phones,Smartphone,"£9,409.00",4,Online,,,,,,,
5884,02/08/2021,"£11,210.00",47,Electronics,Headphones,"£9,411.00",2,In-Store,,,,,,,
5888,02/12/2021,"£16,504.00",92,Electronics,Tablet,"£9,415.00",5,In-Store,,,,,,,
5889,13/02/2021,"£13,864.00",11,Computers,Laptop,"£9,416.00",1,Online,,,,,,,
5891,15/02/2021,"£10,983.00",53,Electronics,Headphones,"£9,418.00",1,Online,,,,,,,
5893,17/02/2021,"£5,261.00",19,Computers,Laptop,"£9,420.00",4,In-Store,,,,,,,
5895,19/02/2021,"£6,586.00",35,Computers,Laptop,"£9,422.00",3,In-Store,,,,,,,
5897,21/02/2021,"£19,715.00",69,Electronics,Tablet,"£9,424.00",3,Online,,,,,,,
5898,22/02/2021,"£13,098.00",18,Electronics,Tablet,"£9,425.00",3,Online,,,,,,,
5902,26/02/2021,"£10,368.00",51,Electronics,Tablet,"£9,429.00",3,In-Store,,,,,,,
5911,03/07/2021,"£17,580.00",71,Electronics,Tablet,"£9,438.00",5,In-Store,,,,,,,
5913,03/09/2021,"£19,223.00",41,Computers,Laptop,"£9,440.00",2,Online,,,,,,,
5915,03/11/2021,"£11,433.00",52,Computers,Laptop,"£9,442.00",1,Online,,,,,,,
5918,14/03/2021,"£16,664.00",21,Electronics,Headphones,"£9,445.00",3,Online,,,,,,,
5921,17/03/2021,"£12,453.00",30,Mobile Phones,Smartphone,"£9,448.00",2,In-Store,,,,,,,
5925,21/03/2021,"£2,917.00",39,Electronics,Headphones,"£9,452.00",5,In-Store,,,,,,,
5926,22/03/2021,"£9,833.00",21,Electronics,Tablet,"£9,453.00",3,In-Store,,,,,,,
5927,23/03/2021,"£15,804.00",88,Mobile Phones,Smartphone,"£9,454.00",2,In-Store,,,,,,,
5928,24/03/2021,"£3,296.00",16,Mobile Phones,Smartphone,"£9,455.00",5,In-Store,,,,,,,
5929,25/03/2021,"£17,493.00",38,Mobile Phones,Smartphone,"£9,456.00",4,In-Store,,,,,,,
5930,26/03/2021,"£17,323.00",26,Electronics,Tablet,"£9,457.00",3,Online,,,,,,,
5931,27/03/2021,"£18,715.00",16,Electronics,Headphones,"£9,458.00",3,Online,,,,,,,
5932,28/03/2021,"£6,683.00",4,Mobile Phones,Smartphone,"£9,459.00",1,In-Store,,,,,,,
5933,29/03/2021,"£9,095.00",18,Computers,Laptop,"£9,460.00",5,In-Store,,,,,,,
5934,30/03/2021,"£18,398.00",16,Electronics,Headphones,"£9,461.00",3,Online,,,,,,,
5940,04/05/2021,"£2,853.00",24,Mobile Phones,Smartphone,"£9,467.00",2,In-Store,,,,,,,
5942,04/07/2021,"£17,485.00",61,Electronics,Headphones,"£9,469.00",1,In-Store,,,,,,,
5947,04/12/2021,£610.00,29,Computers,Laptop,"£9,474.00",3,Online,,,,,,,
5949,14/04/2021,"£18,741.00",59,Electronics,Tablet,"£9,476.00",5,In-Store,,,,,,,
5950,15/04/2021,"£1,860.00",28,Electronics,Tablet,"£9,477.00",2,Online,,,,,,,
5952,17/04/2021,"£16,440.00",69,Electronics,Headphones,"£9,479.00",5,In-Store,,,,,,,
5953,18/04/2021,£854.00,25,Electronics,Headphones,"£9,480.00",3,In-Store,,,,,,,
5954,19/04/2021,"£10,252.00",83,Electronics,Headphones,"£9,481.00",5,Online,,,,,,,
5957,22/04/2021,"£16,624.00",77,Computers,Laptop,"£9,484.00",1,Online,,,,,,,
5958,23/04/2021,"£10,101.00",15,Electronics,Headphones,"£9,485.00",5,Online,,,,,,,
